2020.09.05,4,15,22,38,41,43,26,927,,-0.555555556,,0.153846154,,-0.214285714,,0.225806452,,0.051282051,,0.048780488,,0.368421053,
2020.09.12,3,4,10,20,28,44,30,928,,-0.666666667,,-0.692307692,,-0.642857143,,-0.35483871,,-0.282051282,,0.073170732,,0.578947368,
2020.09.19,7,9,12,15,19,23,4,929,,-0.222222222,,-0.307692308,,-0.571428571,,-0.516129032,,-0.512820513,,-0.43902439,,-0.789473684,
2020.09.26,8,21,25,38,39,44,28,930,,-0.111111111,,0.615384615,,-0.107142857,,0.225806452,,0,,0.073170732,,0.473684211,
2020.10.03,14,15,23,25,35,43,32,931,,0.555555556,,0.153846154,,-0.178571429,,-0.193548387,,-0.102564103,,0.048780488,,0.684210526,
2020.10.10,1,6,15,36,37,38,5,932,,-0.888888889,,-0.538461538,,-0.464285714,,0.161290323,,-0.051282051,,-0.073170732,,-0.736842105,
2020.10.17,23,27,29,31,36,45,37,933,,1.555555556,,1.076923077,,0.035714286,,0,,-0.076923077,,0.097560976,,0.947368421,
2020.10.24,1,3,30,33,36,39,12,934,,-0.888888889,,-0.769230769,,0.071428571,,0.064516129,,-0.076923077,,-0.048780488,,-0.368421053,
2020.10.31,4,10,20,32,38,44,18,935,,-0.555555556,,-0.230769231,,-0.285714286,,0.032258065,,-0.025641026,,0.073170732,,-0.052631579,
2020.11.07,7,11,13,17,18,29,43,936,,-0.222222222,,-0.153846154,,-0.535714286,,-0.451612903,,-0.538461538,,-0.292682927,,1.263157895,
2020.11.14,2,10,13,22,29,40,26,937,,-0.777777778,,-0.230769231,,-0.535714286,,-0.290322581,,-0.256410256,,-0.024390244,,0.368421053,
2020.11.21,4,8,10,16,31,36,9,938,,-0.555555556,,-0.384615385,,-0.642857143,,-0.483870968,,-0.205128205,,-0.12195122,,-0.526315789,
2020.11.28,4,11,28,39,42,45,6,939,,-0.555555556,,-0.153846154,,0,,0.258064516,,0.076923077,,0.097560976,,-0.684210526,
2020.12.05,3,15,20,22,24,41,11,940,,-0.666666667,,0.153846154,,-0.285714286,,-0.290322581,,-0.384615385,,0,,-0.421052632,
2020.12.12,12,14,18,27,33,37,27,941,,0.333333333,0.328,0.076923077,-0.09229904,-0.357142857,-0.3447288,-0.129032258,-0.13708428,-0.153846154,-0.16308308,-0.097560976,-0.0935144,0.421052632,0.41331062
,,,,,,,,,,,,,0.140317,,,,,,,,,,
